attendance,purchase_rate,customers,purchase_amount,revenue,profit
85,0.472758,44,6.76,297.48,47.48
130,0.323081,50,6.18,309.16,59.16
102,0.621841,68,6.99,475.10,225.10
162,0.614914,99,5.83,577.08,327.08
112,0.540156,61,4.40,268.60,18.60
114,0.307598,33,3.83,126.42,-123.58
133,0.311484,40,5.99,239.64,-10.36
114,0.570339,73,5.46,398.31,148.31
166,0.462407,74,5.71,422.41,172.41
144,0.561792,78,5.89,459.43,209.43
168,0.527020,93,6.25,580.81,330.81
122,0.516457,68,6.48,440.72,190.72
92,0.519243,42,4.83,202.89,-47.11
171,0.355812,53,3.97,210.23,-39.77
149,0.515298,83,4.10,340.05,90.05
112,0.326734,36,5.71,205.63,-44.37
175,0.561298,105,6.52,684.31,434.31
156,0.314776,46,7.05,324.16,74.16
152,0.563429,88,3.79,333.51,83.51
96,0.390299,37,5.89,218.05,-31.95
180,0.409572,68,5.68,386.47,136.47
104,0.404056,37,7.20,266.40,16.40
139,0.602505,68,7.49,509.66,259.66
128,0.409729,50,6.36,317.80,67.80
124,0.400867,53,4.61,244.25,-5.75
141,0.551750,77,3.59,276.59,26.59
106,0.350786,42,5.99,251.41,1.41
170,0.496052,83,5.70,473.51,223.51
153,0.372304,44,4.77,209.71,-40.29
169,0.353740,56,7.74,433.26,183.26
155,0.337878,48,7.08,339.76,89.76
117,0.509511,58,4.59,266.14,16.14
81,0.624881,46,7.92,364.42,114.42
121,0.508887,61,6.11,372.56,122.56
99,0.308387,35,4.31,150.84,-99.16
160,0.418098,71,3.54,251.03,1.03
119,0.401961,41,3.96,162.26,-87.74
156,0.452005,70,3.53,247.16,-2.84
150,0.410183,77,3.87,298.34,48.34
106,0.447526,47,7.42,348.95,98.95
99,0.579184,60,6.09,365.23,115.23
167,0.343235,49,5.63,275.79,25.79
135,0.600852,85,6.19,526.22,276.22
133,0.435306,52,5.31,276.36,26.36
134,0.645450,78,4.83,376.72,126.72
141,0.397295,47,5.54,260.41,10.41
170,0.331913,48,4.11,197.12,-52.88
167,0.447527,68,3.76,255.85,5.85
163,0.478738,80,6.81,544.76,294.76
130,0.439754,52,5.78,300.47,50.47
167,0.504241,97,5.36,520.27,270.27
125,0.412327,48,6.69,321.16,71.16
161,0.357949,47,5.14,241.75,-8.25
81,0.314512,29,5.72,166.01,-83.99
114,0.641014,72,3.17,227.91,-22.09
104,0.448392,45,5.02,225.93,-24.07
137,0.515193,67,6.48,434.32,184.32
125,0.640548,78,5.68,442.77,192.77
117,0.520471,73,5.11,372.98,122.98
179,0.557867,102,5.71,582.49,332.49
172,0.349866,61,5.99,365.60,115.60
147,0.321187,50,4.29,214.50,-35.50
155,0.440530,77,3.65,280.99,30.99
134,0.307130,36,3.30,118.87,-131.13
165,0.608146,100,3.88,388.16,138.16
128,0.682205,82,5.11,418.99,168.99
151,0.445447,66,3.67,242.20,-7.80
161,0.496591,87,3.98,346.30,96.30
151,0.429699,69,3.82,263.59,13.59
125,0.624064,83,7.16,594.53,344.53
129,0.333656,32,6.44,206.18,-43.82
147,0.357807,52,5.41,281.15,31.15
144,0.547417,84,4.89,411.05,161.05
139,0.622746,101,7.31,738.28,488.28
95,0.683174,58,3.47,201.31,-48.69
172,0.335158,51,7.06,360.09,110.09
124,0.503545,64,5.79,370.68,120.68
94,0.467383,45,7.53,338.96,88.96
86,0.584584,52,4.44,230.68,-19.32
93,0.398855,36,6.78,244.08,-5.92
128,0.301206,35,5.75,201.42,-48.58
114,0.380868,38,5.76,218.93,-31.07
121,0.698573,91,5.22,475.16,225.16
87,0.584339,46,4.77,219.42,-30.58
166,0.458656,72,4.36,313.70,63.70
87,0.379648,34,3.02,102.66,-147.34
166,0.513854,90,3.96,356.10,106.10
126,0.464043,55,6.44,354.14,104.14
89,0.500467,39,3.44,134.22,-115.78
83,0.379045,31,6.62,205.33,-44.67
114,0.426557,53,3.91,207.05,-42.95
98,0.638135,66,7.62,502.99,252.99
131,0.410914,65,6.39,415.21,165.21
113,0.465340,52,4.93,256.40,6.40
120,0.358286,38,7.24,275.28,25.28
120,0.334879,42,7.19,301.84,51.84
80,0.412468,34,3.19,108.45,-141.55
116,0.538485,65,4.21,273.61,23.61
86,0.371797,38,6.01,228.46,-21.54
98,0.436940,46,5.86,269.69,19.69
133,0.515532,75,4.48,335.69,85.69
151,0.347633,52,6.18,321.19,71.19
103,0.634024,61,6.09,371.51,121.51
124,0.440532,58,3.69,213.79,-36.21
179,0.687261,125,5.88,735.26,485.26
93,0.504430,46,4.33,199.08,-50.92
180,0.501488,100,3.04,304.17,54.17
143,0.342445,54,6.20,334.68,84.68
82,0.534193,46,7.68,353.39,103.39
141,0.694568,93,7.52,698.96,448.96
113,0.673244,71,5.77,409.74,159.74
123,0.391477,41,5.01,205.36,-44.64
121,0.314484,39,6.74,262.81,12.81
103,0.470833,47,3.58,168.48,-81.52
93,0.481477,39,5.22,203.75,-46.25
109,0.447859,53,3.38,179.24,-70.76
84,0.322918,23,5.11,117.59,-132.41
139,0.667458,95,5.41,514.37,264.37
169,0.396573,79,3.90,308.44,58.44
133,0.329577,36,4.40,158.58,-91.42
110,0.674402,67,3.68,246.52,-3.48
88,0.480571,44,5.08,223.32,-26.68
85,0.394824,38,3.67,139.29,-110.71
84,0.535142,44,4.58,201.59,-48.41
110,0.376182,42,7.20,302.39,52.39
126,0.565947,58,4.87,282.33,32.33
102,0.533883,53,7.69,407.50,157.50
131,0.400804,51,7.73,394.14,144.14
125,0.388941,53,6.94,367.77,117.77
117,0.504127,53,7.28,385.68,135.68
178,0.680503,123,7.92,973.66,723.66
150,0.385448,52,6.84,355.76,105.76
145,0.346680,54,7.09,382.84,132.84
137,0.677596,94,6.34,595.76,345.76
148,0.486585,73,4.34,316.48,66.48
120,0.691210,77,4.11,316.13,66.13
92,0.415574,41,4.48,183.62,-66.38
175,0.431722,75,7.29,546.87,296.87
133,0.695618,88,5.66,498.51,248.51
113,0.580070,66,6.63,437.49,187.49
117,0.498248,73,6.99,510.26,260.26
102,0.549892,52,3.63,188.73,-61.27
141,0.317085,39,5.58,217.71,-32.29
144,0.529962,85,5.84,496.16,246.16
111,0.629850,69,3.13,215.87,-34.13
95,0.496473,44,7.51,330.57,80.57
176,0.563289,96,6.46,620.10,370.10
139,0.427424,60,5.27,315.93,65.93
179,0.336225,78,7.22,563.30,313.30
101,0.593487,65,4.73,307.59,57.59
135,0.584924,75,7.27,545.57,295.57
111,0.671004,68,5.63,382.68,132.68
156,0.531636,80,5.23,418.78,168.78
105,0.486054,55,7.79,428.24,178.24
169,0.481343,83,3.16,261.90,11.90
81,0.642762,47,6.97,327.55,77.55
95,0.335329,35,3.58,125.35,-124.65
176,0.471429,80,4.14,331.08,81.08
162,0.510868,83,4.99,414.19,164.19
165,0.383187,66,4.69,309.62,59.62
164,0.502715,87,3.20,278.71,28.71
83,0.532002,49,5.89,288.46,38.46
132,0.576758,76,3.32,252.53,2.53
135,0.653462,83,5.74,476.70,226.70
175,0.622057,114,3.26,371.54,121.54
91,0.420615,42,7.03,295.06,45.06
134,0.363062,50,5.21,260.54,10.54
177,0.587359,112,7.51,840.80,590.80
173,0.549524,98,3.36,329.72,79.72
93,0.636977,59,6.15,363.03,113.03
158,0.329278,57,6.25,356.30,106.30
145,0.428831,66,4.16,274.69,24.69
170,0.572645,86,3.70,318.41,68.41
163,0.425222,66,4.73,312.45,62.45
82,0.570087,46,4.92,226.20,-23.80
92,0.689935,55,3.30,181.41,-68.59
105,0.449812,48,3.63,174.34,-75.66
80,0.453144,29,3.75,108.73,-141.27
136,0.587934,81,3.42,277.11,27.11
90,0.563093,49,3.86,189.22,-60.78
134,0.688552,101,7.08,715.57,465.57
131,0.576251,77,6.51,501.12,251.12
180,0.437033,78,7.51,586.11,336.11
122,0.451974,58,4.90,284.34,34.34
157,0.424174,71,7.25,514.80,264.80
107,0.518463,53,5.73,303.82,53.82
128,0.523588,73,6.93,505.67,255.67
121,0.344202,46,3.00,138.17,-111.83
117,0.413536,60,6.31,378.64,128.64
143,0.356299,56,4.62,258.77,8.77
99,0.593338,55,3.84,211.12,-38.88
157,0.597069,100,5.03,502.64,252.64
165,0.529603,85,6.78,576.55,326.55
120,0.685220,83,3.75,311.25,61.25
97,0.619400,58,6.50,377.10,127.10
130,0.372116,50,7.86,392.87,142.87
106,0.433825,44,7.51,330.48,80.48
97,0.558779,55,4.21,231.42,-18.58
145,0.684807,93,6.54,608.66,358.66
148,0.495278,78,6.92,539.65,289.65
121,0.448982,57,7.23,411.97,161.97
141,0.537879,73,7.63,556.78,306.78
120,0.483493,56,6.54,366.26,116.26
133,0.624066,75,3.30,247.29,-2.71
169,0.500066,94,7.06,663.80,413.80
80,0.664707,47,3.35,157.66,-92.34
154,0.561522,87,3.97,345.62,95.62
81,0.439822,35,5.99,209.49,-40.51
166,0.315763,45,3.86,173.81,-76.19
157,0.510127,90,6.84,615.38,365.38
82,0.597701,38,4.75,180.46,-69.54
165,0.356956,55,4.27,235.00,-15.00
126,0.321305,41,7.04,288.69,38.69
167,0.421222,60,3.55,212.74,-37.26
149,0.604452,96,6.94,665.88,415.88
81,0.679500,64,7.46,477.57,227.57
171,0.611080,106,7.05,747.80,497.80
115,0.341985,35,3.62,126.68,-123.32
148,0.415709,63,7.54,475.24,225.24
121,0.454087,58,5.63,326.38,76.38
93,0.519995,53,4.27,226.45,-23.55
134,0.409117,60,6.89,413.66,163.66
177,0.479962,84,6.14,515.81,265.81
131,0.415709,59,4.37,257.60,7.60
87,0.637993,55,3.76,206.66,-43.34
177,0.689091,124,7.88,977.69,727.69
152,0.364246,54,4.68,252.97,2.97
157,0.390781,50,4.00,200.12,-49.88
118,0.425229,38,3.14,119.49,-130.51
123,0.567633,72,5.41,389.40,139.40
109,0.395565,37,5.26,194.70,-55.30
127,0.465272,60,4.31,258.35,8.35
125,0.403106,51,7.55,385.10,135.10
151,0.400424,55,4.80,264.21,14.21
87,0.480186,44,6.89,302.96,52.96
104,0.377870,31,7.28,225.57,-24.43
90,0.690590,61,4.42,269.41,19.41
135,0.353868,46,5.29,243.43,-6.57
127,0.522296,69,3.91,269.48,19.48
136,0.497131,68,5.74,390.38,140.38
97,0.483612,41,3.28,134.56,-115.44
153,0.364951,62,6.87,425.84,175.84
145,0.406395,52,3.75,195.17,-54.83
114,0.589569,63,3.51,221.23,-28.77
176,0.382375,70,3.84,269.10,19.10
122,0.536002,63,6.89,433.83,183.83
153,0.455639,68,5.39,366.75,116.75
112,0.342545,38,6.35,241.20,-8.80
156,0.682049,104,7.79,809.74,559.74
163,0.652423,114,6.23,709.78,459.78
164,0.573514,98,4.07,398.87,148.87
148,0.600264,83,7.55,626.88,376.88
127,0.649676,80,7.88,630.49,380.49
95,0.535935,50,4.63,231.49,-18.51
92,0.663273,58,7.90,458.36,208.36
171,0.490918,84,3.99,335.23,85.23
154,0.599039,103,7.24,745.24,495.24
167,0.465372,79,7.34,579.86,329.86
161,0.511727,73,3.93,287.17,37.17
115,0.493667,54,5.67,306.34,56.34
88,0.594754,48,3.28,157.24,-92.76
153,0.505220,83,7.02,582.51,332.51
89,0.699091,70,5.37,375.72,125.72
114,0.445018,40,5.99,239.48,-10.52
176,0.439329,73,6.66,486.19,236.19
85,0.377884,38,3.90,148.11,-101.89
151,0.382620,64,6.83,437.25,187.25
88,0.546833,44,4.21,185.27,-64.73
124,0.534204,71,3.81,270.85,20.85
162,0.351654,54,3.10,167.36,-82.64
148,0.354717,49,4.71,230.87,-19.13
122,0.540402,64,7.37,471.93,221.93
89,0.390031,36,7.06,254.27,4.27
167,0.434823,75,4.31,323.57,73.57
110,0.485461,62,4.00,247.78,-2.22
169,0.688021,108,3.07,331.65,81.65
84,0.682320,62,5.34,331.00,81.00
109,0.497776,56,5.38,301.38,51.38
85,0.529999,54,7.51,405.53,155.53
141,0.384305,51,7.74,394.62,144.62
122,0.329430,49,7.76,380.14,130.14
143,0.370873,50,6.00,300.07,50.07
127,0.543247,68,6.35,431.92,181.92
97,0.678539,70,5.50,384.69,134.69
110,0.397030,50,7.88,393.77,143.77
111,0.468242,49,5.16,252.84,2.84
172,0.378754,69,5.26,362.71,112.71
117,0.563788,60,6.47,388.24,138.24
135,0.613020,74,4.54,336.30,86.30
152,0.422380,66,4.05,267.02,17.02
115,0.642151,69,7.15,493.56,243.56
89,0.646086,57,6.73,383.40,133.40
177,0.549503,96,3.23,309.88,59.88
95,0.389827,39,5.86,228.54,-21.46
150,0.336191,48,3.57,171.45,-78.55
83,0.609179,48,3.13,150.25,-99.75
110,0.353460,41,5.20,213.32,-36.68
88,0.454144,40,7.47,298.97,48.97
92,0.484115,42,5.09,213.98,-36.02
105,0.526724,47,4.07,191.15,-58.85
179,0.385596,64,4.70,300.63,50.63
113,0.498031,58,7.40,429.28,179.28
166,0.476679,82,4.48,367.74,117.74
116,0.636997,76,7.28,553.36,303.36
161,0.560625,89,7.65,680.98,430.98
111,0.507404,58,5.02,291.36,41.36
136,0.587609,85,7.63,648.37,398.37
144,0.483849,59,6.58,388.50,138.50
178,0.514313,96,3.29,316.05,66.05
99,0.522241,53,5.94,314.95,64.95
135,0.346662,45,3.45,155.10,-94.90
142,0.519613,88,7.40,650.78,400.78
88,0.541215,60,3.41,204.59,-45.41
160,0.405476,57,7.78,443.57,193.57
116,0.368543,39,4.47,174.44,-75.56
160,0.675870,112,4.62,517.55,267.55
111,0.671085,79,7.04,556.21,306.21
155,0.688869,107,4.64,496.92,246.92
159,0.349665,46,5.42,249.49,-0.51
88,0.510143,43,6.49,279.04,29.04
101,0.555937,59,3.35,197.52,-52.48
100,0.400225,40,4.42,176.68,-73.32
105,0.638165,68,7.63,518.95,268.95
106,0.603177,66,3.66,241.51,-8.49
130,0.321897,44,5.21,229.06,-20.94
89,0.448493,42,3.68,154.46,-95.54
156,0.688577,113,4.66,526.39,276.39
80,0.462610,35,7.98,279.39,29.39
165,0.550961,92,7.06,649.71,399.71
106,0.371955,48,3.43,164.61,-85.39
147,0.365993,54,3.04,164.03,-85.97
180,0.428148,74,7.38,546.05,296.05
123,0.460729,54,4.76,257.15,7.15
179,0.436234,75,6.54,490.51,240.51
105,0.578991,49,7.97,390.65,140.65
161,0.369320,66,5.19,342.36,92.36
150,0.375563,54,5.69,307.04,57.04
160,0.667369,108,4.68,505.79,255.79
165,0.494355,83,7.20,597.29,347.29
100,0.685693,66,6.30,415.80,165.80
119,0.556793,62,6.70,415.43,165.43
133,0.382847,45,5.97,268.87,18.87
83,0.593725,49,7.14,349.86,99.86
154,0.656468,103,6.54,673.99,423.99
96,0.520024,44,4.40,193.78,-56.22
154,0.493512,75,5.95,446.02,196.02
136,0.486524,77,6.89,530.79,280.79
107,0.552843,51,4.96,252.92,2.92
92,0.688832,66,6.17,407.06,157.06
178,0.409678,77,7.45,573.62,323.62
172,0.521200,83,7.06,586.04,336.04
167,0.304736,52,6.73,349.99,99.99
97,0.356166,32,7.68,245.68,-4.32
112,0.342300,39,6.31,246.17,-3.83
125,0.489317,56,3.57,199.98,-50.02
179,0.389637,78,6.12,477.28,227.28
83,0.519789,36,6.47,232.98,-17.02
180,0.587490,104,3.24,336.59,86.59
110,0.546059,65,3.06,199.17,-50.83
102,0.536089,52,4.23,219.89,-30.11
111,0.648393,62,5.49,340.31,90.31
106,0.373733,46,6.16,283.55,33.55
96,0.366206,32,3.52,112.76,-137.24
112,0.542177,55,7.67,421.72,171.72
147,0.578150,80,5.90,472.23,222.23
92,0.616011,57,4.32,246.44,-3.56
168,0.507772,80,7.98,638.65,388.65
113,0.474411,61,4.31,262.72,12.72
153,0.562119,93,5.22,485.82,235.82
128,0.482693,59,6.84,403.81,153.81
136,0.480240,70,3.97,277.56,27.56
91,0.366452,38,7.91,300.59,50.59
146,0.359729,54,7.47,403.14,153.14
85,0.480586,33,5.40,178.19,-71.81
105,0.372450,36,3.75,134.93,-115.07
100,0.587154,46,7.15,328.72,78.72
143,0.588159,78,7.62,594.31,344.31
84,0.387113,35,5.13,179.72,-70.28
97,0.689922,71,4.00,284.14,34.14
178,0.363761,69,6.65,458.55,208.55
150,0.586686,83,5.04,417.91,167.91
132,0.665052,91,6.84,622.77,372.77
136,0.412876,49,4.98,243.87,-6.13
111,0.517525,64,4.11,262.87,12.87
116,0.602708,57,3.75,213.66,-36.34
106,0.482924,56,3.31,185.49,-64.51
173,0.342980,57,7.75,441.53,191.53
118,0.418401,54,3.76,203.27,-46.73
115,0.664591,76,5.40,410.72,160.72
151,0.601029,92,4.28,393.56,143.56
163,0.514524,83,7.71,639.61,389.61
141,0.352257,56,4.80,268.96,18.96
135,0.557866,86,3.66,315.14,65.14
86,0.523320,37,4.00,147.85,-102.15
98,0.659253,63,4.26,268.48,18.48
134,0.614438,81,7.14,578.62,328.62
128,0.534966,69,7.45,514.03,264.03
157,0.492974,82,4.36,357.48,107.48
80,0.497921,39,7.86,306.71,56.71
176,0.493387,85,3.37,286.65,36.65
165,0.585181,103,4.13,425.66,175.66
176,0.462037,81,7.88,638.21,388.21
111,0.671148,82,7.04,577.25,327.25
178,0.302375,52,4.99,259.57,9.57
81,0.676812,56,5.36,300.21,50.21
143,0.609320,87,4.99,434.11,184.11
172,0.338666,61,3.49,212.78,-37.22
159,0.540010,83,7.98,662.43,412.43
149,0.643050,90,3.93,353.95,103.95
159,0.513822,78,3.77,293.80,43.80
119,0.473381,53,7.53,398.87,148.87
91,0.571108,54,3.96,213.66,-36.34
163,0.699153,117,5.70,667.05,417.05
137,0.440725,60,3.93,235.82,-14.18
148,0.451311,74,4.12,305.07,55.07
169,0.611086,99,5.58,551.98,301.98
165,0.525230,75,7.42,556.65,306.65
155,0.624125,92,7.59,698.64,448.64
130,0.699582,94,7.42,697.94,447.94
152,0.544344,90,5.09,458.44,208.44
164,0.415266,75,4.00,300.27,50.27
125,0.456046,55,7.88,433.26,183.26
82,0.566761,56,3.06,171.44,-78.56
87,0.323727,27,6.55,176.74,-73.26
169,0.426334,77,6.24,480.31,230.31
95,0.531286,43,3.26,140.02,-109.98
168,0.670356,107,6.02,644.25,394.25
142,0.365733,44,6.23,274.31,24.31
178,0.519096,96,5.55,532.67,282.67
146,0.328278,51,3.39,172.86,-77.14
98,0.631520,59,6.06,357.78,107.78
101,0.686302,67,6.12,410.06,160.06
172,0.676560,126,5.75,724.76,474.76
128,0.471584,64,3.07,196.17,-53.83
141,0.601313,85,4.51,383.55,133.55
123,0.314468,39,4.53,176.72,-73.28
130,0.619386,87,3.34,290.21,40.21
143,0.694351,101,5.28,533.74,283.74
106,0.616932,63,7.80,491.43,241.43
119,0.544772,61,6.50,396.21,146.21
98,0.513369,47,7.22,339.34,89.34
84,0.459440,38,6.08,231.11,-18.89
164,0.309931,52,3.98,207.04,-42.96
126,0.409207,60,3.45,206.71,-43.29
171,0.395634,66,3.48,229.65,-20.35
135,0.534388,64,6.16,393.96,143.96
161,0.556012,85,6.44,547.31,297.31
174,0.563467,94,5.33,500.84,250.84
106,0.557804,53,6.22,329.61,79.61
133,0.420357,52,3.63,188.96,-61.04
84,0.499274,36,5.18,186.45,-63.55
134,0.673805,88,6.26,550.92,300.92
95,0.330992,33,4.11,135.60,-114.40
105,0.497085,47,7.90,371.16,121.16
157,0.300868,60,4.42,265.25,15.25
141,0.399585,56,6.30,353.01,103.01
82,0.475521,41,3.96,162.45,-87.55
116,0.354650,43,6.57,282.53,32.53
157,0.697683,111,3.60,400.03,150.03
144,0.578586,88,3.13,275.76,25.76
127,0.504068,78,3.98,310.72,60.72
170,0.351094,69,7.60,524.44,274.44
82,0.466208,39,5.33,207.79,-42.21
118,0.582309,70,7.11,497.60,247.60
167,0.471866,79,6.44,508.93,258.93
149,0.586377,83,4.79,397.67,147.67
155,0.344687,54,4.98,269.08,19.08
96,0.685104,64,5.34,341.82,91.82
120,0.613626,73,4.80,350.68,100.68
100,0.407990,36,6.60,237.65,-12.35
112,0.309197,26,3.05,79.28,-170.72
99,0.429826,46,5.67,260.80,10.80
144,0.636170,86,4.60,395.18,145.18
139,0.317517,44,3.80,166.99,-83.01
83,0.403789,35,3.22,112.85,-137.15
88,0.452007,49,7.01,343.53,93.53
126,0.309364,41,6.60,270.54,20.54
135,0.495177,63,5.14,323.73,73.73
97,0.483901,52,6.92,359.85,109.85
138,0.697704,90,4.10,369.05,119.05
114,0.357440,45,4.12,185.34,-64.66
120,0.514065,65,4.81,312.37,62.37
140,0.507005,73,6.41,467.61,217.61
150,0.692056,100,7.76,776.00,526.00
112,0.536019,67,4.26,285.50,35.50
102,0.551571,56,3.39,190.00,-60.00
168,0.683006,119,5.71,680.04,430.04
114,0.411328,38,5.84,221.97,-28.03
98,0.373767,37,6.41,237.09,-12.91
102,0.665321,60,5.45,326.81,76.81
138,0.655340,94,4.30,404.21,154.21
140,0.690159,91,5.73,521.86,271.86
132,0.315720,45,4.15,186.68,-63.32
161,0.521533,83,7.74,642.06,392.06
163,0.318869,59,5.54,326.89,76.89
124,0.325128,42,4.31,180.93,-69.07
95,0.587497,56,7.61,425.94,175.94
153,0.459940,70,4.74,331.70,81.70
113,0.468178,56,3.10,173.85,-76.15
178,0.449422,74,4.27,315.76,65.76
121,0.353670,43,4.36,187.29,-62.71
119,0.540682,68,7.64,519.68,269.68
89,0.600039,58,7.39,428.51,178.51
177,0.351174,69,3.37,232.76,-17.24
169,0.641000,98,5.31,520.47,270.47
90,0.420729,36,7.49,269.71,19.71
114,0.335494,37,3.98,147.09,-102.91
130,0.398148,48,6.34,304.32,54.32
111,0.682203,78,3.20,249.44,-0.56
87,0.630693,43,4.71,202.49,-47.51
126,0.506517,64,3.44,220.15,-29.85
149,0.625532,91,6.16,560.19,310.19
116,0.374181,42,4.18,175.65,-74.35
170,0.613837,107,6.48,693.18,443.18
129,0.390422,48,5.21,250.01,0.01
96,0.397327,25,5.38,134.40,-115.60
170,0.583686,96,3.11,298.23,48.23
161,0.304201,60,6.29,377.37,127.37
113,0.350300,39,5.32,207.43,-42.57
126,0.370465,46,7.59,348.96,98.96
80,0.409134,29,5.11,148.13,-101.87
160,0.639907,103,3.01,309.91,59.91
179,0.556622,102,4.70,479.82,229.82
166,0.524920,85,5.54,470.93,220.93
158,0.528252,80,4.71,376.60,126.60
85,0.507106,46,4.69,215.86,-34.14
97,0.510342,46,5.50,253.22,3.22
86,0.649248,59,6.30,371.47,121.47
169,0.459750,85,6.86,583.38,333.38
128,0.464473,58,5.93,343.94,93.94
136,0.667955,89,7.04,626.71,376.71
122,0.342762,44,3.34,147.12,-102.88
98,0.474639,54,6.08,328.35,78.35
160,0.308796,45,5.65,254.24,4.24
174,0.371590,66,6.49,428.27,178.27
117,0.581422,63,4.43,278.92,28.92
119,0.380297,44,5.76,253.31,3.31
82,0.629369,46,3.87,177.92,-72.08
106,0.360878,31,4.82,149.44,-100.56
162,0.345397,63,6.30,396.99,146.99
122,0.489010,59,5.92,349.15,99.15
150,0.306359,51,7.65,390.09,140.09
88,0.367519,26,4.62,120.21,-129.79
109,0.654328,65,3.04,197.45,-52.55
135,0.572368,78,4.63,361.38,111.38
142,0.448644,60,3.95,237.04,-12.96
138,0.341708,49,4.13,202.57,-47.43
88,0.542564,42,4.54,190.75,-59.25
175,0.591864,97,3.31,320.87,70.87
160,0.373509,59,4.88,288.10,38.10
98,0.446702,39,4.52,176.12,-73.88
172,0.436140,67,3.55,237.72,-12.28
142,0.636304,86,6.04,519.33,269.33
161,0.622215,105,5.72,600.93,350.93
123,0.340806,36,4.11,147.95,-102.05
162,0.433243,64,3.59,229.49,-20.51
166,0.598562,103,3.94,405.65,155.65
146,0.582119,85,6.00,509.76,259.76
136,0.354743,48,3.81,183.09,-66.91
179,0.375433,63,4.93,310.42,60.42
164,0.514111,82,4.83,396.38,146.38
99,0.505696,48,6.04,290.02,40.02
130,0.385188,52,5.35,278.16,28.16
127,0.494949,63,7.08,446.35,196.35
92,0.447759,33,5.40,178.21,-71.79
132,0.482962,69,5.55,383.08,133.08
136,0.483093,71,3.47,246.60,-3.40
140,0.555049,67,7.79,522.08,272.08
141,0.498427,70,3.28,229.58,-20.42
162,0.380390,62,5.86,363.29,113.29
149,0.328571,52,6.68,347.21,97.21
179,0.544253,98,3.66,358.93,108.93
153,0.427919,70,7.73,541.13,291.13
150,0.595585,92,3.94,362.73,112.73
115,0.413637,44,5.28,232.44,-17.56
86,0.401917,34,3.72,126.45,-123.55
166,0.698101,118,3.88,458.01,208.01
115,0.477014,64,4.04,258.32,8.32
86,0.419904,41,3.72,152.63,-97.37
144,0.470091,76,6.13,465.56,215.56
172,0.550235,85,7.89,670.95,420.95
85,0.302876,26,7.50,194.99,-55.01
151,0.661753,91,3.48,316.75,66.75
178,0.514532,96,7.43,713.18,463.18
150,0.496342,66,3.73,245.98,-4.02
121,0.633356,78,7.92,617.96,367.96
112,0.695203,71,7.53,534.44,284.44
115,0.361978,33,3.53,116.44,-133.56
176,0.634647,105,7.22,757.69,507.69
119,0.500710,58,6.48,375.78,125.78
173,0.445944,73,7.37,538.03,288.03
154,0.370359,59,4.35,256.72,6.72
137,0.310646,38,3.70,140.73,-109.27
179,0.638771,118,6.37,751.72,501.72
96,0.323858,30,6.65,199.45,-50.55
147,0.435237,62,7.18,445.12,195.12
98,0.501242,44,4.94,217.36,-32.64
105,0.479837,43,4.83,207.76,-42.24
167,0.375451,66,7.80,514.81,264.81
162,0.564614,88,7.66,674.24,424.24
163,0.455732,73,7.08,516.70,266.70
159,0.419892,66,4.88,322.10,72.10
150,0.477595,74,3.12,231.01,-18.99
131,0.517745,71,7.26,515.46,265.46
155,0.366559,53,6.61,350.47,100.47
154,0.686422,113,7.94,896.67,646.67
133,0.650844,82,5.04,413.16,163.16
101,0.658507,60,7.91,474.90,224.90
81,0.498878,37,4.82,178.37,-71.63
103,0.621376,65,3.93,255.60,5.60
138,0.350513,57,5.42,308.87,58.87
176,0.682110,123,4.52,555.77,305.77
89,0.430971,41,5.54,227.04,-22.96
95,0.614090,57,6.53,372.34,122.34
88,0.454401,41,7.87,322.85,72.85
149,0.417826,62,4.65,288.57,38.57
129,0.682245,82,4.68,383.50,133.50
169,0.343239,65,3.66,238.14,-11.86
91,0.511646,47,5.43,255.27,5.27
121,0.549516,56,7.79,436.35,186.35
175,0.608049,110,3.99,439.02,189.02
88,0.648098,53,6.11,323.69,73.69
89,0.644992,54,3.41,184.33,-65.67
88,0.508094,50,4.40,219.90,-30.10
97,0.363211,36,7.55,271.63,21.63
137,0.555147,70,4.50,314.79,64.79
156,0.503790,78,4.68,364.74,114.74
127,0.334446,37,4.38,162.16,-87.84
115,0.548953,47,3.50,164.37,-85.63
93,0.412382,30,3.56,106.68,-143.32
170,0.508892,91,5.50,500.48,250.48
92,0.375671,32,6.51,208.35,-41.65
142,0.327583,49,3.41,166.92,-83.08
173,0.315995,58,5.71,331.16,81.16
131,0.354376,52,3.32,172.54,-77.46
114,0.649559,78,6.64,517.66,267.66
110,0.388726,42,4.55,191.19,-58.81
173,0.390760,61,4.97,302.94,52.94
135,0.410751,52,3.10,161.33,-88.67
138,0.489844,74,5.54,409.98,159.98
138,0.590347,83,3.54,294.10,44.10
116,0.355097,40,6.71,268.53,18.53
167,0.450022,81,6.06,491.11,241.11
107,0.600393,77,6.87,529.14,279.14
95,0.473031,47,7.00,328.81,78.81
180,0.530401,94,6.41,602.19,352.19
152,0.318490,47,7.02,329.73,79.73
171,0.626684,112,7.29,816.33,566.33
162,0.445624,78,3.68,287.18,37.18
105,0.316630,34,3.02,102.73,-147.27
147,0.322523,47,5.17,243.08,-6.92
89,0.632052,58,7.82,453.63,203.63
152,0.458443,62,6.45,399.79,149.79
168,0.622299,100,6.99,699.43,449.43
175,0.536307,95,4.75,451.50,201.50
