attendance,purchase_rate,customers,purchase_amount,revenue,profit
141,0.347965,49,3.94,192.83,-57.17
177,0.550644,95,3.06,290.44,40.44
145,0.328079,51,5.39,274.96,24.96
98,0.359598,35,3.02,105.84,-144.16
118,0.468898,50,3.37,168.66,-81.34
162,0.338615,52,3.90,202.96,-47.04
87,0.459600,39,5.84,227.78,-22.22
152,0.371269,52,3.37,175.43,-74.57
106,0.632112,71,4.97,352.76,102.76
82,0.534057,50,7.00,350.23,100.23
135,0.390551,52,6.20,322.24,72.24
126,0.565371,80,6.76,540.84,290.84
93,0.583403,45,5.52,248.53,-1.47
120,0.407742,50,6.97,348.54,98.54
84,0.575900,52,5.44,282.79,32.79
160,0.652085,102,7.34,749.03,499.03
126,0.638969,89,3.26,290.03,40.03
132,0.641614,87,6.94,604.11,354.11
119,0.435747,48,5.25,251.98,1.98
160,0.478989,76,7.49,569.35,319.35
123,0.490175,64,7.59,485.47,235.47
175,0.461053,87,5.60,487.25,237.25
87,0.363825,32,6.41,205.07,-44.93
150,0.418699,60,4.20,251.77,1.77
150,0.506353,82,3.37,276.54,26.54
132,0.505402,74,4.89,361.70,111.70
85,0.521268,40,7.65,306.13,56.13
156,0.430434,64,6.96,445.53,195.53
139,0.368384,60,3.16,189.72,-60.28
177,0.597322,93,6.04,562.13,312.13
126,0.569997,70,5.32,372.40,122.40
169,0.532989,102,4.51,459.95,209.95
111,0.405207,40,7.87,314.60,64.60
116,0.597816,68,3.94,268.18,18.18
156,0.672195,95,7.53,715.10,465.10
104,0.594694,53,5.85,310.21,60.21
162,0.581618,91,6.05,550.79,300.79
126,0.456473,51,7.02,357.96,107.96
111,0.380661,46,4.87,224.08,-25.92
134,0.495263,68,5.30,360.42,110.42
127,0.320745,36,3.98,143.36,-106.64
136,0.592862,91,3.77,342.90,92.90
142,0.646987,90,3.88,349.01,99.01
130,0.435541,47,3.45,161.96,-88.04
85,0.646874,53,3.70,195.90,-54.10
123,0.495414,66,5.23,345.06,95.06
166,0.687492,111,4.21,466.82,216.82
146,0.502177,76,7.07,536.98,286.98
109,0.497934,46,6.00,276.06,26.06
156,0.695565,107,5.63,602.00,352.00
119,0.549635,68,4.52,307.33,57.33
99,0.509240,59,7.36,434.06,184.06
98,0.372884,42,4.48,188.33,-61.67
121,0.509523,69,5.57,384.04,134.04
124,0.343317,38,4.32,164.14,-85.86
135,0.412212,50,6.66,333.01,83.01
177,0.631935,98,4.30,421.83,171.83
161,0.592810,92,6.25,575.32,325.32
176,0.697778,124,4.33,536.93,286.93
155,0.539929,84,5.39,452.98,202.98
89,0.331409,34,7.15,243.24,-6.76
162,0.421898,68,5.93,403.14,153.14
169,0.655230,98,5.93,581.06,331.06
146,0.436982,60,3.01,180.57,-69.43
108,0.360515,48,3.73,178.93,-71.07
110,0.363081,48,6.93,332.40,82.40
91,0.512444,51,5.66,288.69,38.69
84,0.399792,31,3.91,121.13,-128.87
103,0.448870,51,4.65,237.20,-12.80
169,0.446336,68,3.26,221.74,-28.26
92,0.653834,65,7.76,504.66,254.66
150,0.552559,87,7.90,687.33,437.33
105,0.415380,50,4.27,213.39,-36.61
162,0.395959,60,5.37,322.41,72.41
127,0.404057,51,3.05,155.73,-94.27
120,0.484556,53,4.76,252.34,2.34
172,0.653316,131,4.65,608.93,358.93
172,0.497549,84,7.54,633.39,383.39
178,0.681497,123,6.60,811.19,561.19
154,0.313415,54,6.84,369.23,119.23
169,0.366725,51,4.29,218.86,-31.14
122,0.302954,31,3.05,94.57,-155.43
137,0.305572,46,5.32,244.62,-5.38
171,0.320795,38,5.72,217.42,-32.58
173,0.423046,71,7.74,549.29,299.29
133,0.335601,41,4.51,184.88,-65.12
148,0.486416,79,3.19,252.13,2.13
142,0.513706,69,4.13,284.63,34.63
111,0.455297,60,4.23,253.82,3.82
114,0.544619,61,4.48,273.47,23.47
124,0.480723,62,3.47,215.36,-34.64
157,0.302274,50,4.06,202.92,-47.08
84,0.586243,44,5.46,240.22,-9.78
153,0.487793,85,3.17,269.84,19.84
89,0.678832,66,5.09,335.91,85.91
88,0.533455,48,5.04,242.06,-7.94
161,0.621347,100,7.88,788.41,538.41
153,0.664043,111,5.04,559.78,309.78
136,0.319764,49,5.36,262.41,12.41
127,0.629073,82,3.74,306.28,56.28
138,0.453723,67,3.36,224.80,-25.20
175,0.625836,111,6.42,712.08,462.08
108,0.314206,34,5.64,191.86,-58.14
80,0.636197,43,4.40,189.14,-60.86
111,0.451753,47,4.70,220.92,-29.08
153,0.394128,61,4.58,279.13,29.13
161,0.518794,79,5.61,443.34,193.34
88,0.346355,33,3.29,108.52,-141.48
113,0.313979,41,5.73,234.78,-15.22
160,0.322349,47,6.91,324.77,74.77
103,0.500226,51,6.87,350.45,100.45
125,0.392759,42,3.57,149.90,-100.10
88,0.679817,65,4.08,264.97,14.97
127,0.645505,82,7.18,588.38,338.38
143,0.376325,50,6.16,308.08,58.08
122,0.468245,52,3.20,166.30,-83.70
160,0.657001,113,5.72,646.71,396.71
116,0.579118,65,6.11,397.06,147.06
124,0.622992,83,6.15,510.31,260.31
109,0.621209,56,7.03,393.70,143.70
125,0.691898,84,3.91,328.40,78.40
95,0.594442,50,4.87,243.57,-6.43
142,0.309127,41,6.00,245.99,-4.01
107,0.615716,64,7.14,457.28,207.28
88,0.431454,28,3.52,98.62,-151.38
98,0.580723,61,6.69,408.24,158.24
139,0.414440,57,5.86,334.14,84.14
101,0.364363,42,5.06,212.65,-37.35
168,0.516781,89,5.12,456.05,206.05
143,0.634358,89,3.74,333.13,83.13
138,0.335314,45,6.01,270.44,20.44
123,0.506688,54,3.76,202.78,-47.22
114,0.363377,40,3.45,137.96,-112.04
94,0.660213,63,3.61,227.35,-22.65
172,0.512930,91,4.31,392.05,142.05
163,0.574997,102,6.10,622.12,372.12
162,0.642861,105,5.75,604.12,354.12
118,0.590610,66,6.31,416.71,166.71
178,0.363710,57,7.33,417.87,167.87
82,0.470927,40,6.10,244.08,-5.92
98,0.596532,61,7.66,467.00,217.00
153,0.683469,103,7.83,806.35,556.35
128,0.598762,80,5.21,416.47,166.47
156,0.427316,66,4.10,270.44,20.44
88,0.697990,62,6.78,420.08,170.08
146,0.694141,90,4.95,445.88,195.88
124,0.605296,78,5.12,399.18,149.18
177,0.624340,108,3.33,359.44,109.44
115,0.696639,76,3.38,256.88,6.88
108,0.527274,56,4.27,238.84,-11.16
145,0.546288,84,4.08,342.65,92.65
120,0.556745,65,5.08,330.05,80.05
145,0.315613,44,6.04,265.65,15.65
107,0.650020,69,5.29,364.71,114.71
89,0.371618,36,4.09,147.19,-102.81
87,0.636052,60,4.98,298.72,48.72
82,0.668061,60,7.06,423.48,173.48
142,0.573942,84,4.63,389.32,139.32
86,0.444557,36,5.51,198.21,-51.79
129,0.362932,40,5.88,235.27,-14.73
81,0.660559,53,4.21,223.05,-26.95
148,0.610928,99,5.81,575.41,325.41
93,0.307757,30,7.23,216.97,-33.03
164,0.532258,97,3.07,297.87,47.87
139,0.431370,58,4.75,275.25,25.25
106,0.568757,51,4.96,253.19,3.19
111,0.657821,73,3.84,280.33,30.33
109,0.647238,75,6.98,523.86,273.86
111,0.535903,54,5.01,270.69,20.69
81,0.442522,31,3.79,117.35,-132.65
101,0.368384,38,5.57,211.69,-38.31
124,0.356216,42,7.55,317.30,67.30
115,0.580235,72,6.72,483.68,233.68
150,0.699455,101,5.14,519.47,269.47
103,0.603831,63,3.64,229.59,-20.41
124,0.305866,35,3.54,123.95,-126.05
129,0.518259,69,4.73,326.49,76.49
105,0.466511,48,7.31,351.07,101.07
122,0.323583,40,5.27,210.72,-39.28
135,0.623478,80,4.94,395.24,145.24
137,0.427658,64,5.33,341.42,91.42
145,0.472015,70,4.09,286.37,36.37
81,0.492937,32,4.61,147.56,-102.44
173,0.537953,92,6.50,597.79,347.79
95,0.661442,56,5.19,290.61,40.61
159,0.529001,84,4.16,349.27,99.27
128,0.380898,43,7.25,311.91,61.91
146,0.580574,90,4.04,363.63,113.63
160,0.409357,71,5.21,370.08,120.08
81,0.493957,42,5.20,218.23,-31.77
85,0.417588,33,3.91,128.88,-121.12
80,0.409098,33,5.93,195.74,-54.26
150,0.596042,94,6.48,608.65,358.65
152,0.417106,70,4.45,311.51,61.51
92,0.525654,49,7.68,376.42,126.42
134,0.430555,59,4.25,250.67,0.67
87,0.577905,52,7.18,373.39,123.39
113,0.683938,77,6.18,475.63,225.63
123,0.303306,36,3.64,131.15,-118.85
143,0.540046,88,4.92,432.92,182.92
131,0.303334,44,3.24,142.46,-107.54
146,0.373844,64,5.47,350.16,100.16
112,0.482885,54,3.49,188.40,-61.60
146,0.557595,86,5.32,457.55,207.55
81,0.668543,54,6.55,353.68,103.68
101,0.671761,58,6.67,386.84,136.84
135,0.338423,41,3.23,132.60,-117.40
144,0.500217,68,7.42,504.51,254.51
100,0.593455,56,3.49,195.64,-54.36
141,0.333910,41,4.36,178.69,-71.31
136,0.534120,71,3.80,269.82,19.82
173,0.334623,56,4.32,241.96,-8.04
168,0.491047,79,3.63,286.99,36.99
86,0.301496,26,3.97,103.09,-146.91
162,0.339586,59,4.18,246.91,-3.09
112,0.356652,40,4.35,173.91,-76.09
108,0.317997,31,3.80,117.82,-132.18
98,0.526651,55,7.43,408.66,158.66
114,0.641578,74,4.20,310.90,60.90
151,0.356332,51,5.06,258.21,8.21
132,0.653170,99,6.46,639.30,389.30
124,0.658692,81,3.90,315.54,65.54
92,0.638662,52,3.95,205.25,-44.75
161,0.552966,75,3.33,249.58,-0.42
172,0.675355,122,7.37,898.54,648.54
118,0.591149,68,3.86,262.37,12.37
114,0.405740,47,5.88,276.23,26.23
102,0.494981,41,7.34,300.85,50.85
90,0.636166,58,7.69,446.26,196.26
113,0.313556,29,6.32,183.25,-66.75
134,0.384365,57,4.35,247.88,-2.12
146,0.667867,88,7.71,678.71,428.71
82,0.424874,37,6.74,249.41,-0.59
132,0.576529,74,5.43,401.89,151.89
156,0.347125,50,7.55,377.36,127.36
127,0.359718,41,6.90,282.90,32.90
109,0.675120,75,6.87,515.56,265.56
87,0.446550,45,6.74,303.44,53.44
118,0.466804,54,7.76,418.92,168.92
179,0.626188,118,4.72,556.49,306.49
115,0.668580,73,6.26,457.32,207.32
145,0.577718,87,4.37,379.77,129.77
120,0.364599,48,4.85,232.57,-17.43
133,0.459405,63,3.17,199.56,-50.44
128,0.651573,78,6.97,543.89,293.89
130,0.565873,84,6.09,511.48,261.48
123,0.318760,31,5.63,174.48,-75.52
169,0.417454,74,7.10,525.64,275.64
160,0.391695,63,5.84,368.12,118.12
169,0.688942,116,4.97,577.05,327.05
168,0.442819,71,5.35,380.18,130.18
148,0.482050,76,6.67,507.07,257.07
85,0.606857,54,3.86,208.50,-41.50
143,0.558246,76,3.51,266.55,16.55
140,0.601711,88,7.90,695.59,445.59
153,0.375734,58,3.77,218.88,-31.12
82,0.493602,42,3.46,145.46,-104.54
89,0.647935,60,3.40,204.26,-45.74
95,0.410357,38,6.08,230.86,-19.14
160,0.666063,104,6.61,686.99,436.99
160,0.301936,55,3.85,211.72,-38.28
83,0.660491,51,3.96,201.71,-48.29
85,0.645690,49,3.18,155.75,-94.25
100,0.691130,66,7.81,515.20,265.20
90,0.403225,33,3.14,103.69,-146.31
118,0.390671,42,5.90,247.84,-2.16
122,0.332783,41,4.35,178.54,-71.46
161,0.509748,76,6.11,464.73,214.73
140,0.396649,61,5.34,325.97,75.97
82,0.609243,49,6.17,302.13,52.13
158,0.388205,60,3.11,186.66,-63.34
124,0.388474,47,7.20,338.31,88.31
85,0.687517,60,4.75,285.22,35.22
164,0.597292,96,5.20,499.57,249.57
116,0.352683,32,3.05,97.69,-152.31
85,0.686753,58,3.24,187.94,-62.06
155,0.603065,87,3.67,318.98,68.98
160,0.576924,95,6.40,608.30,358.30
167,0.548029,87,3.92,340.99,90.99
130,0.492980,58,6.06,351.21,101.21
141,0.517701,65,7.62,495.32,245.32
156,0.675058,108,7.66,827.70,577.70
105,0.459625,44,4.76,209.24,-40.76
144,0.406277,48,3.09,148.29,-101.71
90,0.678122,70,4.46,312.38,62.38
132,0.511252,63,6.26,394.28,144.28
132,0.482300,67,3.85,257.78,7.78
147,0.385830,71,7.82,555.52,305.52
165,0.433546,67,5.04,337.69,87.69
170,0.495582,91,3.34,303.78,53.78
99,0.360579,34,5.61,190.73,-59.27
134,0.466558,68,5.32,361.44,111.44
138,0.528852,83,7.03,583.38,333.38
162,0.632200,94,3.32,312.39,62.39
143,0.476916,65,6.43,417.85,167.85
99,0.531400,46,3.04,139.79,-110.21
174,0.327824,65,3.26,212.14,-37.86
80,0.489193,45,3.08,138.42,-111.58
180,0.607890,104,7.32,761.07,511.07
165,0.399608,80,6.63,530.77,280.77
84,0.439016,42,7.57,318.11,68.11
106,0.532588,58,7.67,445.07,195.07
96,0.677306,63,4.56,287.57,37.57
136,0.633238,91,5.99,545.07,295.07
99,0.406862,40,4.93,197.37,-52.63
139,0.507256,62,7.64,473.86,223.86
104,0.420122,40,4.22,168.87,-81.13
87,0.697040,68,4.58,311.48,61.48
157,0.462237,67,5.62,376.30,126.30
84,0.363117,26,7.23,188.04,-61.96
91,0.453868,40,4.69,187.50,-62.50
89,0.350394,28,6.06,169.60,-80.40
80,0.382236,33,6.21,205.07,-44.93
138,0.318240,38,7.97,302.71,52.71
88,0.307045,31,7.79,241.55,-8.45
120,0.477294,54,7.51,405.66,155.66
127,0.517058,68,5.45,370.82,120.82
119,0.555867,68,7.70,523.84,273.84
89,0.666433,55,4.55,250.35,0.35
113,0.632898,72,6.06,436.06,186.06
132,0.589468,77,4.28,329.18,79.18
90,0.662989,66,5.30,349.51,99.51
147,0.615534,91,7.96,724.04,474.04
87,0.512781,57,3.33,189.61,-60.39
128,0.342019,40,3.55,141.82,-108.18
156,0.354147,66,4.35,287.17,37.17
173,0.447528,90,7.53,677.41,427.41
96,0.680493,70,4.57,320.10,70.10
118,0.536818,66,6.85,452.27,202.27
93,0.529555,48,4.73,226.89,-23.11
179,0.356302,59,6.22,367.01,117.01
89,0.438440,36,4.79,172.46,-77.54
114,0.597311,69,7.97,549.88,299.88
119,0.686946,85,5.46,463.84,213.84
170,0.581839,87,4.35,378.18,128.18
177,0.408146,67,4.40,294.69,44.69
92,0.324453,26,4.27,110.92,-139.08
116,0.481851,55,3.09,169.87,-80.13
169,0.421891,68,6.05,411.37,161.37
175,0.317873,56,6.62,370.84,120.84
122,0.468835,52,4.90,254.99,4.99
112,0.335042,40,4.68,187.03,-62.97
148,0.538167,78,7.68,599.25,349.25
178,0.532156,97,4.77,462.82,212.82
93,0.353659,39,5.76,224.64,-25.36
160,0.569934,83,7.84,650.72,400.72
120,0.421124,55,5.34,293.57,43.57
119,0.548649,60,3.37,202.32,-47.68
142,0.302088,45,6.35,285.89,35.89
103,0.307825,27,5.04,135.97,-114.03
131,0.536698,71,7.13,506.44,256.44
153,0.382703,61,6.36,387.80,137.80
114,0.479871,52,5.92,307.85,57.85
160,0.313067,54,3.80,205.08,-44.92
95,0.627276,58,6.15,356.87,106.87
180,0.662008,129,6.90,889.82,639.82
103,0.407179,39,4.73,184.58,-65.42
85,0.437112,37,5.19,192.15,-57.85
89,0.605152,61,5.80,353.67,103.67
88,0.676128,59,6.80,401.41,151.41
151,0.334868,52,4.85,252.02,2.02
91,0.478971,49,6.12,300.06,50.06
170,0.559450,90,5.25,472.42,222.42
175,0.541232,90,6.44,579.43,329.43
151,0.398453,70,5.23,365.90,115.90
102,0.323095,42,3.45,144.96,-105.04
80,0.337297,28,3.19,89.21,-160.79
126,0.328243,48,5.43,260.52,10.52
156,0.300851,50,6.01,300.44,50.44
164,0.616222,97,5.57,540.67,290.67
101,0.455217,39,4.70,183.22,-66.78
172,0.307971,57,7.87,448.49,198.49
175,0.449563,84,3.62,304.15,54.15
108,0.413988,38,3.76,142.82,-107.18
168,0.429394,76,3.90,296.50,46.50
85,0.598281,52,6.10,317.06,67.06
157,0.465688,73,7.01,511.97,261.97
157,0.383239,53,5.20,275.76,25.76
144,0.541687,83,7.78,645.88,395.88
168,0.311901,48,4.68,224.78,-25.22
111,0.384749,44,4.72,207.56,-42.44
158,0.631819,87,3.38,294.18,44.18
164,0.326482,48,5.95,285.49,35.49
164,0.569954,91,4.88,444.53,194.53
172,0.663673,112,6.76,756.73,506.73
123,0.484810,58,3.41,198.04,-51.96
82,0.454172,37,3.82,141.51,-108.49
129,0.664088,89,6.58,585.98,335.98
140,0.344474,51,6.35,323.68,73.68
176,0.652174,118,3.64,429.69,179.69
148,0.402009,61,5.20,317.42,67.42
172,0.578811,107,7.77,831.63,581.63
112,0.428562,43,7.12,306.18,56.18
121,0.485212,61,7.12,434.07,184.07
115,0.536036,53,3.36,178.02,-71.98
176,0.609303,106,3.38,358.61,108.61
94,0.639962,61,6.21,378.72,128.72
136,0.655115,85,5.94,504.78,254.78
141,0.417073,70,5.89,412.52,162.52
176,0.454992,75,3.23,242.15,-7.85
157,0.510181,81,5.96,483.15,233.15
170,0.370174,70,6.98,488.32,238.32
94,0.501900,51,4.69,239.33,-10.67
121,0.664012,86,3.90,335.50,85.50
169,0.633223,112,3.96,443.74,193.74
173,0.694703,107,7.93,848.98,598.98
131,0.612052,92,6.10,560.78,310.78
133,0.589568,83,3.09,256.13,6.13
92,0.666857,64,6.43,411.53,161.53
131,0.487517,60,4.49,269.66,19.66
93,0.458330,53,7.71,408.46,158.46
110,0.575208,68,6.90,469.02,219.02
134,0.381421,46,3.80,174.89,-75.11
170,0.415105,69,3.96,272.94,22.94
141,0.561519,84,5.53,464.50,214.50
146,0.356607,51,6.86,349.76,99.76
157,0.644974,96,5.94,570.34,320.34
170,0.355549,59,3.82,225.64,-24.36
111,0.490788,46,4.14,190.33,-59.67
105,0.675451,71,3.46,245.83,-4.17
81,0.589990,40,5.27,210.82,-39.18
85,0.383226,36,6.00,216.07,-33.93
145,0.460951,65,5.16,335.49,85.49
151,0.356285,62,6.83,423.70,173.70
106,0.406516,43,4.03,173.17,-76.83
149,0.344523,45,6.99,314.65,64.65
121,0.341509,43,4.24,182.53,-67.47
115,0.655871,68,6.47,440.29,190.29
94,0.667448,69,5.15,355.28,105.28
169,0.513313,78,6.64,518.04,268.04
146,0.434616,67,5.09,340.80,90.80
118,0.339816,37,3.75,138.89,-111.11
170,0.659620,108,7.31,789.93,539.93
134,0.398710,56,5.41,303.24,53.24
170,0.340322,59,7.91,466.46,216.46
156,0.593724,97,5.62,545.42,295.42
143,0.654631,94,3.53,331.48,81.48
128,0.623593,68,7.32,497.65,247.65
109,0.408924,38,6.04,229.42,-20.58
116,0.527950,63,6.63,417.83,167.83
97,0.454824,39,7.02,273.79,23.79
107,0.604625,58,4.47,259.30,9.30
118,0.378730,52,5.17,268.79,18.79
123,0.404868,49,7.66,375.37,125.37
166,0.552297,98,3.70,362.29,112.29
87,0.375686,33,4.56,150.56,-99.44
131,0.528693,69,3.53,243.79,-6.21
156,0.580309,86,3.90,335.05,85.05
80,0.629862,48,6.13,294.02,44.02
167,0.535139,99,6.02,596.14,346.14
160,0.573160,78,5.30,413.14,163.14
128,0.478187,70,7.88,551.75,301.75
93,0.399887,33,4.96,163.69,-86.31
83,0.602952,51,6.95,354.43,104.43
160,0.600585,105,6.41,673.02,423.02
108,0.650623,72,6.39,460.41,210.41
163,0.306204,56,4.79,268.36,18.36
170,0.535194,91,5.51,501.68,251.68
171,0.599969,99,3.13,309.55,59.55
99,0.501898,47,4.36,204.78,-45.22
119,0.446045,50,5.44,271.78,21.78
177,0.371015,60,3.80,227.75,-22.25
147,0.443252,63,6.71,422.88,172.88
98,0.429138,42,7.76,325.90,75.90
177,0.403415,61,4.35,265.23,15.23
169,0.552034,92,7.71,709.70,459.70
109,0.352672,43,5.95,255.96,5.96
112,0.370014,49,5.30,259.62,9.62
114,0.518351,56,3.28,183.60,-66.40
123,0.467588,59,3.49,206.09,-43.91
163,0.684269,102,5.05,515.50,265.50
106,0.607637,70,6.12,428.65,178.65
123,0.444142,48,5.66,271.69,21.69
130,0.396692,46,5.61,257.94,7.94
153,0.696229,100,7.74,774.44,524.44
170,0.371570,74,4.38,324.46,74.46
127,0.597543,74,5.63,416.62,166.62
177,0.372344,71,7.47,530.67,280.67
170,0.676415,112,6.93,775.63,525.63
170,0.323908,65,5.09,330.61,80.61
90,0.620369,57,4.20,239.59,-10.41
169,0.563994,93,4.01,373.31,123.31
96,0.477556,35,4.61,161.25,-88.75
96,0.697111,63,7.73,487.01,237.01
84,0.493269,43,4.87,209.41,-40.59
129,0.676644,89,3.72,331.47,81.47
180,0.584363,102,3.53,360.54,110.54
133,0.343804,48,3.74,179.56,-70.44
103,0.325159,45,7.72,347.40,97.40
149,0.417766,64,5.07,324.70,74.70
160,0.361027,54,5.85,315.70,65.70
111,0.575013,55,4.24,233.19,-16.81
137,0.684884,95,3.03,288.11,38.11
105,0.506878,59,7.90,466.33,216.33
114,0.657493,75,7.12,533.85,283.85
156,0.325794,52,5.35,278.38,28.38
88,0.357965,24,3.09,74.26,-175.74
131,0.340257,37,6.93,256.27,6.27
95,0.370226,39,4.74,185.04,-64.96
166,0.333619,56,4.07,227.98,-22.02
129,0.609770,73,3.07,223.87,-26.13
131,0.425819,59,3.56,210.24,-39.76
166,0.361373,54,4.13,222.91,-27.09
94,0.311206,27,4.58,123.72,-126.28
124,0.580762,78,5.59,436.19,186.19
153,0.673878,109,5.85,637.76,387.76
179,0.377986,74,7.04,520.92,270.92
175,0.351654,50,3.52,176.19,-73.81
85,0.435105,30,4.48,134.30,-115.70
111,0.487821,55,3.12,171.58,-78.42
125,0.662246,88,6.78,596.97,346.97
164,0.490587,80,3.00,240.25,-9.75
168,0.578064,105,3.34,350.72,100.72
81,0.301301,25,4.50,112.61,-137.39
157,0.373441,66,5.33,351.54,101.54
179,0.538058,87,3.86,335.74,85.74
106,0.451859,48,4.30,206.27,-43.73
84,0.383540,31,5.81,180.24,-69.76
144,0.368270,57,6.27,357.65,107.65
118,0.603063,67,3.96,265.55,15.55
119,0.495799,53,5.17,273.93,23.93
114,0.600535,67,3.59,240.63,-9.37
133,0.472444,59,5.05,297.83,47.83
81,0.627222,49,6.56,321.25,71.25
172,0.409875,70,6.62,463.24,213.24
163,0.520367,89,6.00,533.93,283.93
168,0.652101,109,6.32,689.16,439.16
92,0.619416,56,5.42,303.43,53.43
166,0.691532,103,3.94,405.90,155.90
129,0.380781,52,4.43,230.62,-19.38
128,0.382222,46,3.72,171.25,-78.75
86,0.633563,61,4.09,249.32,-0.68
143,0.456886,59,4.51,266.18,16.18
82,0.491154,41,5.14,210.58,-39.42
130,0.682152,92,6.72,618.41,368.41
104,0.516715,44,3.36,147.72,-102.28
129,0.358150,37,6.47,239.22,-10.78
82,0.357079,39,5.91,230.56,-19.44
144,0.516510,76,4.70,357.38,107.38
92,0.468719,46,3.19,146.72,-103.28
80,0.571340,53,7.94,420.73,170.73
145,0.328986,49,7.73,378.70,128.70
81,0.454955,39,3.89,151.63,-98.37
119,0.490691,58,4.82,279.84,29.84
172,0.608092,105,4.39,460.45,210.45
135,0.498261,60,7.59,455.65,205.65
136,0.359597,56,5.32,298.10,48.10
140,0.363702,54,6.13,331.02,81.02
146,0.301300,45,5.33,239.71,-10.29
95,0.366596,32,7.00,224.02,-25.98
137,0.497565,68,7.86,534.28,284.28
162,0.466081,73,4.77,348.46,98.46
124,0.481655,65,3.46,225.16,-24.84
151,0.624148,102,6.48,661.47,411.47
104,0.580785,66,6.08,401.26,151.26
110,0.434336,44,5.29,232.98,-17.02
147,0.344245,52,6.82,354.46,104.46
156,0.608503,96,5.03,483.11,233.11
82,0.519144,45,5.64,253.99,3.99
119,0.501463,60,3.41,204.70,-45.30
162,0.364958,65,5.82,378.61,128.61
110,0.522632,55,7.46,410.36,160.36
100,0.620065,63,3.21,202.21,-47.79
102,0.689080,69,5.68,392.12,142.12
159,0.487583,88,7.16,630.06,380.06
80,0.467371,37,3.81,141.02,-108.98
136,0.661206,89,7.65,680.79,430.79
172,0.461208,75,7.62,571.19,321.19
95,0.436274,43,6.73,289.35,39.35
129,0.511018,73,6.61,482.35,232.35
178,0.560556,108,5.05,545.87,295.87
128,0.341884,41,5.08,208.37,-41.63
167,0.546208,92,4.39,403.75,153.75
126,0.405377,49,7.19,352.47,102.47
91,0.492552,41,6.76,277.15,27.15
140,0.643142,91,7.54,686.39,436.39
99,0.551161,56,3.02,168.85,-81.15
143,0.415575,51,5.81,296.26,46.26
134,0.423892,57,3.62,206.12,-43.88
132,0.457842,67,7.66,512.99,262.99
97,0.646479,60,5.40,323.77,73.77
138,0.440485,71,4.34,307.88,57.88
117,0.649325,77,3.35,258.25,8.25
179,0.503379,96,3.26,313.15,63.15
109,0.537509,61,7.79,475.37,225.37
152,0.692242,104,5.17,538.02,288.02
91,0.638768,67,6.81,456.58,206.58
179,0.621972,114,4.33,493.77,243.77
137,0.598575,87,6.05,526.42,276.42
169,0.367648,53,7.95,421.30,171.30
173,0.491147,89,7.72,687.36,437.36
82,0.357580,20,6.59,131.76,-118.24
140,0.420690,57,5.91,337.11,87.11
130,0.651677,74,3.53,260.90,10.90
98,0.419186,42,7.09,297.63,47.63
81,0.352817,24,3.56,85.33,-164.67
147,0.534578,80,3.54,283.00,33.00
108,0.565333,57,6.84,389.74,139.74
134,0.660689,85,5.78,490.95,240.95
127,0.617029,84,7.60,638.80,388.80
91,0.423690,31,4.88,151.20,-98.80
131,0.647906,90,5.80,521.87,271.87
81,0.531779,41,7.96,326.24,76.24
99,0.369254,33,7.76,256.19,6.19
177,0.400883,67,3.14,210.32,-39.68
154,0.464373,66,6.31,416.23,166.23
119,0.619229,75,7.29,546.81,296.81
169,0.436740,90,4.05,364.34,114.34
143,0.550768,93,3.53,328.51,78.51
99,0.655438,64,3.71,237.25,-12.75
156,0.386353,58,6.48,375.67,125.67
